Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,0
a4,1,0
a6,1,1
a7,0,0
a11,1,1
a12,0,0
a13,1,1
a16,0,0
a17,0,0
a18,0,1
a19,1,1
a20,1,1
a26,0,1
a27,0,0
a28,1,0
a29,1,1
a33,0,1
a34,1,0
a36,0,0
a39,0,1
a42,0,0
a45,0,1
a46,0,1
a47,1,0
a52,1,0
a53,1,0
a54,0,1
a55,1,0
a59,1,0
a61,1,0
a63,0,0
a66,1,0
a67,1,0
a68,0,0
a70,0,1
a74,1,0
a76,0,0
a78,0,0
a79,0,1
a80,0,0
a86,1,1
a88,0,0
a89,1,1
a92,0,0
a93,1,0
a96,0,0
a98,1,0
a103,0,0
a104,0,0
a105,1,0
a3,1,1
a5,0,0
a9,1,1
a10,1,0
a14,0,0
a15,0,0
a21,1,0
a24,1,1
a30,1,0
a32,1,0
a38,0,1
a44,0,0
a50,1,1
a57,0,1
a62,1,0
a71,0,0
a73,1,0
a75,0,0
a77,0,1
a81,0,0
a84,0,0
a85,0,1
a87,0,0
a90,1,0
a94,1,0
a95,1,1
a97,0,0
a2,0,1
a8,1,0
a22,0,0
a25,1,0
a31,0,0
a35,0,1
a37,0,1
a49,0,0
a51,1,0
a56,1,0
a58,0,1
a102,0,0
a0,0,1
a23,1,0
a40,0,1
a41,1,1
a48,1,0
a65,0,0
a82,1,0
a100,1,0
a43,0,0
a60,0,0
a64,0,0
a72,1,1
a91,0,1
a99,0,0
a101,0,1
a83,0,1
a69,0,0
