Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,1
a4,0,1
a5,1,1
a6,0,1
a7,1,1
a8,1,0
a14,1,1
a16,0,0
a17,0,0
a18,0,0
a19,1,0
a22,1,0
a23,1,0
a24,0,1
a25,1,0
a29,0,0
a30,0,0
a31,1,0
a33,0,0
a34,1,0
a35,1,0
a36,1,0
a38,1,0
a39,0,1
a41,1,0
a45,1,0
a48,0,1
a49,1,0
a50,1,1
a51,1,0
a59,0,1
a61,0,0
a62,1,0
a63,1,1
a64,1,0
a65,1,0
a68,0,1
a69,0,1
a70,0,1
a71,0,0
a73,0,0
a74,0,0
a75,1,0
a76,0,0
a77,0,0
a78,0,0
a79,0,0
a83,0,0
a84,1,1
a85,0,0
a87,1,0
a88,1,0
a90,1,1
a94,0,1
a95,0,0
a96,0,1
a100,0,0
a103,0,0
a105,1,0
a107,0,0
a109,0,1
a111,1,0
a112,0,0
a121,0,1
a122,1,1
a125,1,1
a129,0,0
a132,1,0
a134,1,0
a136,1,1
a137,0,1
a138,1,0
a141,0,0
a142,0,0
a143,1,1
a145,1,0
a146,1,0
a147,1,0
a148,1,0
a149,0,0
a150,0,1
a151,0,0
a152,0,0
a153,0,0
a156,0,1
a160,0,1
a167,1,1
a168,0,1
a169,0,0
a170,0,1
a171,0,0
a177,1,1
a178,1,0
a181,1,0
a182,1,1
a184,1,0
a186,1,1
a187,1,0
a190,0,1
a191,1,0
a194,1,1
a195,1,0
a196,1,1
a198,1,0
a199,0,1
a206,0,1
a207,0,1
a208,0,0
a209,1,0
a211,1,0
a214,1,0
a215,1,1
a216,0,0
a217,1,1
a219,0,0
a222,1,1
a223,1,0
a226,0,0
a228,1,1
a230,0,0
a234,1,1
a237,1,0
a240,0,0
a242,1,1
a244,1,0
a245,1,0
a247,1,0
a248,0,0
a11,1,1
a12,1,1
a13,0,0
a15,1,0
a26,0,0
a27,0,1
a32,0,0
a40,1,1
a42,1,1
a46,1,0
a53,0,0
a57,1,0
a58,1,0
a60,0,0
a66,0,1
a67,1,0
a72,0,1
a82,0,0
a86,0,0
a91,0,0
a101,0,1
a104,0,1
a108,0,1
a113,1,0
a117,1,0
a119,0,0
a123,1,0
a126,1,0
a128,0,0
a135,0,0
a144,0,0
a154,1,0
a155,0,1
a157,0,1
a159,0,1
a161,1,0
a163,1,0
a173,0,1
a179,0,0
a183,0,0
a185,1,0
a188,0,0
a192,0,1
a201,1,0
a203,1,0
a204,0,0
a210,0,1
a213,0,0
a218,0,0
a221,1,0
a224,1,0
a227,1,0
a229,0,0
a232,0,0
a233,1,1
a238,0,1
a239,0,0
a241,1,0
a250,0,0
a0,1,1
a9,1,0
a28,1,0
a37,1,0
a44,0,0
a56,1,0
a80,1,0
a92,1,0
a93,1,1
a97,0,0
a98,0,0
a99,1,0
a102,1,0
a114,1,0
a120,1,0
a124,0,0
a133,1,0
a140,0,1
a158,0,0
a162,0,0
a172,0,0
a175,1,1
a176,1,1
a180,1,1
a189,1,1
a193,1,0
a200,0,0
a220,1,0
a225,1,0
a231,0,1
a243,0,1
a246,0,0
a10,1,0
a21,1,0
a43,1,1
a54,0,0
a55,1,0
a81,0,0
a106,1,0
a110,1,1
a116,0,0
a118,0,1
a127,0,0
a130,0,1
a139,0,0
a166,0,0
a174,1,0
a205,1,0
a212,1,0
a235,0,1
a236,1,0
a249,1,0
a1,1,1
a3,0,1
a20,0,1
a47,0,0
a89,0,1
a164,1,1
a165,1,0
a197,0,1
a202,1,0
a52,0,0
a115,1,0
a131,1,0
