Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,0,0
a5,1,0
a7,1,0
a9,1,0
a13,0,0
a14,1,0
a16,1,1
a18,1,0
a19,0,0
a23,0,1
a28,0,0
a29,1,1
a31,1,0
a32,1,0
a33,1,0
a34,1,0
a35,0,0
a37,1,0
a38,1,0
a39,1,0
a40,1,1
a43,1,0
a44,0,1
a46,1,0
a47,0,1
a48,1,0
a49,1,0
a50,0,0
a51,1,0
a52,0,0
a53,0,0
a57,1,0
a58,0,0
a60,1,1
a62,0,0
a63,0,0
a67,1,0
a69,1,0
a71,0,0
a72,0,1
a74,1,0
a76,1,0
a77,0,0
a78,1,0
a82,1,0
a83,1,1
a0,1,0
a3,1,0
a4,1,0
a6,1,0
a10,1,0
a17,1,0
a21,0,0
a24,1,1
a25,1,0
a26,0,0
a27,1,1
a30,0,0
a36,1,1
a42,0,0
a54,1,1
a55,0,0
a56,0,0
a59,1,0
a61,0,0
a64,1,0
a70,1,0
a79,1,0
a84,1,0
a8,1,1
a20,1,0
a22,1,0
a45,1,0
a65,1,1
a66,1,1
a68,1,0
a75,1,1
a12,1,0
a15,1,0
a80,0,1
a81,1,0
a41,1,0
a11,1,0
a73,1,0
