Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a4,1,1
a5,0,1
a6,0,0
a7,0,0
a8,0,0
a9,0,1
a12,1,0
a13,0,1
a15,1,1
a16,1,0
a18,0,1
a20,1,0
a22,0,0
a23,0,0
a26,1,0
a27,0,0
a29,0,1
a30,0,1
a32,0,0
a33,0,0
a38,0,0
a39,0,1
a41,1,0
a42,0,1
a45,1,0
a46,0,0
a47,1,0
a48,0,1
a53,0,0
a56,0,1
a58,1,0
a60,0,0
a62,0,0
a63,1,1
a65,0,0
a66,1,0
a69,0,1
a70,0,0
a71,1,1
a1,1,1
a2,1,1
a10,1,0
a11,1,0
a14,1,0
a17,1,0
a19,1,0
a24,1,0
a25,0,0
a28,0,0
a31,1,0
a34,0,1
a35,0,0
a36,0,1
a37,1,0
a40,1,1
a44,1,0
a49,0,0
a51,0,0
a55,1,0
a67,0,1
a68,0,1
a72,0,1
a73,0,0
a74,0,1
a3,1,0
a43,1,0
a52,1,1
a57,1,0
a61,1,1
a75,0,0
a21,0,1
a54,0,1
a64,1,0
a50,1,0
a59,1,0
