Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a4,1,0
a5,1,0
a6,0,0
a7,1,0
a8,1,0
a11,1,0
a12,0,0
a15,1,0
a17,0,0
a19,0,0
a21,1,0
a24,0,0
a25,0,0
a27,1,0
a29,1,0
a30,0,0
a33,0,0
a34,1,0
a35,1,1
a38,1,1
a39,0,0
a40,0,0
a41,1,1
a42,1,0
a44,0,0
a47,1,0
a48,1,0
a49,0,1
a50,0,0
a52,1,0
a53,1,0
a55,1,0
a57,1,0
a58,0,0
a59,1,0
a61,1,0
a63,0,0
a64,1,0
a66,0,0
a74,1,1
a82,0,0
a84,0,0
a87,1,0
a88,1,0
a89,1,0
a2,0,0
a14,1,0
a16,0,0
a20,1,0
a26,1,1
a31,1,0
a32,1,0
a43,1,0
a45,0,1
a46,1,0
a51,1,0
a54,1,0
a62,1,0
a68,0,0
a69,0,1
a70,1,0
a73,1,1
a75,0,1
a76,0,0
a77,0,1
a79,1,0
a80,1,0
a83,0,0
a85,1,0
a0,1,0
a10,0,0
a13,1,0
a23,0,0
a28,1,0
a37,1,0
a56,1,0
a67,1,0
a71,1,0
a78,1,0
a81,1,0
a18,0,0
a36,1,0
a60,1,0
a3,1,0
a9,1,1
a65,1,1
a72,1,0
a22,1,1
a86,0,0
