Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,0
a2,0,1
a3,0,1
a4,1,0
a5,0,0
a10,1,0
a12,0,0
a15,1,1
a18,1,1
a19,1,0
a20,1,1
a23,0,0
a24,0,1
a25,1,0
a26,1,0
a28,1,0
a29,1,1
a32,1,0
a33,1,0
a34,0,0
a41,1,1
a43,1,0
a45,0,0
a47,1,0
a50,0,0
a54,0,0
a57,1,0
a58,0,0
a61,1,0
a62,1,1
a66,1,0
a67,1,0
a68,0,0
a69,1,0
a70,1,1
a71,1,0
a73,1,1
a79,1,0
a6,1,1
a11,0,1
a14,1,0
a16,1,0
a17,1,1
a22,1,1
a27,1,0
a35,1,0
a36,0,1
a37,0,0
a38,1,1
a40,1,0
a42,0,0
a46,1,0
a48,1,0
a53,0,1
a60,1,0
a63,1,0
a72,0,1
a76,1,1
a77,0,0
a0,0,0
a8,1,0
a13,1,1
a21,0,0
a30,1,0
a31,1,0
a44,0,0
a51,1,0
a52,1,0
a59,0,0
a64,0,1
a65,1,0
a75,1,0
a7,1,0
a9,0,0
a39,1,0
a56,1,0
a49,1,1
a74,0,1
a55,1,0
a78,1,1
