Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,1,1
a4,0,0
a8,0,1
a9,1,0
a12,1,1
a13,1,0
a14,1,1
a15,1,0
a16,0,1
a18,1,0
a20,1,1
a21,1,1
a23,0,0
a24,0,0
a25,1,0
a28,0,0
a29,0,1
a32,0,1
a35,0,0
a37,1,0
a39,1,0
a40,0,0
a41,0,1
a42,0,1
a43,1,0
a44,0,1
a47,0,1
a55,1,0
a57,0,1
a59,1,0
a60,0,1
a61,1,0
a62,0,0
a63,0,1
a64,0,0
a65,0,0
a68,1,0
a69,1,0
a70,0,0
a72,0,0
a74,0,1
a76,1,1
a78,0,0
a80,0,1
a85,1,1
a86,1,0
a87,1,1
a88,1,1
a91,0,1
a94,1,0
a95,0,0
a100,1,0
a102,0,0
a107,0,1
a109,0,1
a111,1,0
a112,1,0
a113,0,0
a114,1,0
a115,1,1
a119,0,0
a121,1,1
a122,1,0
a127,1,1
a128,1,1
a130,0,0
a132,1,0
a133,0,0
a135,1,0
a0,0,1
a5,1,1
a6,0,1
a7,0,0
a10,0,0
a11,1,0
a19,1,1
a22,1,1
a26,0,0
a27,0,0
a31,0,0
a34,0,0
a36,1,0
a38,0,0
a45,1,0
a46,1,0
a49,0,0
a50,0,1
a51,0,1
a52,1,0
a54,1,1
a56,0,0
a66,0,1
a67,1,0
a71,0,1
a77,0,1
a79,0,1
a82,0,0
a83,0,0
a90,0,1
a92,0,0
a96,1,0
a97,0,0
a99,0,1
a108,1,1
a110,1,1
a116,0,1
a123,1,1
a124,0,0
a126,1,0
a129,1,0
a131,0,1
a134,0,0
a17,1,0
a30,0,1
a53,1,1
a84,1,0
a89,1,1
a98,1,1
a103,0,1
a104,0,0
a105,0,1
a106,1,1
a117,0,0
a118,0,1
a33,1,1
a73,0,0
a125,0,0
a75,0,1
a81,1,1
a93,1,1
a120,1,0
a48,0,1
a58,1,1
a101,0,1
a3,0,1
