Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a2,0,0
a4,0,0
a5,0,0
a7,0,1
a8,1,0
a11,1,0
a12,1,0
a15,0,1
a16,1,0
a18,1,0
a19,1,1
a20,1,0
a21,1,0
a22,1,0
a23,1,0
a25,0,0
a26,1,0
a27,1,0
a28,1,0
a29,1,0
a30,1,0
a32,1,0
a34,1,0
a35,0,0
a37,1,0
a39,1,0
a48,1,0
a49,0,0
a50,1,0
a55,0,0
a56,0,1
a58,0,1
a59,1,0
a61,0,0
a63,1,1
a64,1,0
a65,0,0
a66,1,0
a67,1,0
a70,1,0
a71,1,0
a72,1,0
a74,1,0
a75,0,1
a78,0,1
a79,1,0
a80,1,0
a84,1,0
a86,1,0
a89,0,0
a92,1,0
a94,1,0
a95,1,0
a98,1,0
a6,0,0
a9,0,0
a13,1,0
a14,1,0
a38,0,0
a40,0,0
a42,1,1
a44,1,0
a45,0,0
a46,0,0
a47,1,0
a51,0,0
a52,1,1
a76,1,0
a77,1,0
a81,1,0
a82,1,0
a85,0,0
a90,0,0
a91,1,0
a96,0,0
a97,1,1
a99,1,1
a1,1,1
a24,1,0
a33,0,1
a36,0,1
a43,1,0
a54,0,0
a57,1,0
a60,1,0
a62,1,1
a87,1,0
a88,1,1
a93,1,0
a3,0,1
a31,0,0
a41,1,0
a53,1,1
a73,1,0
a17,1,1
a68,0,1
a83,1,1
a10,1,0
a69,1,0
