Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,0,1
a3,0,0
a4,1,0
a5,0,1
a6,0,0
a8,1,0
a9,0,0
a12,1,1
a14,1,0
a15,1,0
a16,1,1
a17,1,1
a18,0,0
a22,1,0
a25,1,0
a26,0,1
a27,0,0
a28,1,0
a35,0,0
a36,0,1
a37,1,0
a38,0,1
a39,1,0
a40,0,0
a42,0,0
a43,0,0
a44,1,0
a47,0,1
a48,0,0
a49,1,0
a51,1,0
a52,0,0
a53,1,0
a56,1,0
a59,0,1
a60,1,0
a62,1,1
a64,0,1
a66,0,0
a67,1,0
a68,1,0
a69,1,1
a70,1,0
a74,0,0
a75,1,0
a76,0,1
a78,1,1
a80,1,0
a81,1,0
a82,0,1
a84,0,0
a85,0,1
a86,0,0
a87,0,1
a11,1,1
a19,0,0
a20,0,0
a21,1,0
a23,1,0
a30,1,0
a31,1,0
a32,1,0
a34,0,0
a41,0,0
a46,1,0
a50,1,0
a57,1,0
a61,1,0
a65,1,1
a71,1,0
a72,1,1
a77,1,0
a79,1,0
a83,1,0
a2,1,0
a7,1,0
a10,1,0
a24,0,0
a33,0,0
a45,1,0
a54,1,0
a55,1,0
a58,0,0
a88,1,0
a89,1,0
a13,1,0
a63,1,0
a29,0,0
a73,1,1
