Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a1,0,0
a3,1,1
a4,1,1
a5,0,0
a6,1,0
a7,1,0
a8,1,0
a11,0,0
a13,1,0
a14,0,0
a15,0,0
a16,0,0
a17,1,0
a20,0,1
a21,0,1
a22,0,1
a23,0,0
a26,1,0
a29,1,0
a31,0,0
a32,0,0
a33,1,0
a34,1,1
a35,1,0
a39,1,0
a41,1,1
a42,1,1
a43,1,0
a44,1,0
a45,0,0
a54,0,0
a55,0,0
a58,1,0
a60,0,1
a61,1,0
a62,1,0
a64,1,0
a65,0,1
a68,1,0
a71,1,0
a73,0,0
a74,1,0
a76,0,0
a78,0,0
a79,1,0
a81,1,0
a84,1,0
a85,1,0
a86,0,1
a88,1,0
a89,1,1
a90,1,0
a91,1,0
a92,0,1
a94,0,0
a95,1,0
a96,0,1
a97,1,0
a100,1,0
a102,1,0
a103,0,0
a104,1,1
a105,1,0
a107,1,0
a108,1,1
a110,0,0
a111,1,0
a112,1,0
a113,0,0
a9,1,0
a12,1,0
a18,1,0
a24,1,0
a25,1,0
a27,1,0
a30,1,0
a37,0,0
a46,1,1
a47,0,0
a48,0,0
a51,1,0
a57,0,0
a63,1,0
a70,1,0
a77,1,1
a80,1,0
a82,0,1
a87,1,0
a93,1,0
a98,1,0
a101,0,0
a2,1,0
a10,1,0
a19,1,1
a28,1,1
a38,1,0
a49,1,0
a52,1,0
a53,1,0
a56,1,1
a72,1,0
a83,1,0
a99,1,1
a106,1,1
a109,1,0
a114,1,0
a40,0,0
a50,0,1
a66,1,0
a67,1,0
a69,1,0
a75,1,0
a59,1,0
a36,1,0
