Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a5,1,0
a6,1,0
a8,1,0
a10,1,1
a11,1,1
a12,1,0
a13,0,0
a14,1,0
a15,1,1
a17,0,0
a19,1,0
a21,1,0
a23,0,0
a24,1,0
a25,1,0
a26,1,0
a27,1,0
a29,1,0
a30,1,0
a31,0,0
a32,1,0
a33,1,0
a34,0,0
a36,1,0
a37,1,0
a39,1,0
a40,1,1
a43,0,0
a44,0,0
a47,1,0
a50,0,0
a51,1,0
a52,1,0
a54,1,0
a55,1,0
a57,0,0
a59,1,1
a60,1,0
a61,1,0
a64,1,0
a66,1,0
a69,1,0
a70,1,1
a73,1,0
a74,1,1
a75,1,0
a76,1,0
a77,1,0
a78,0,0
a79,0,0
a81,1,0
a82,0,1
a83,1,0
a86,0,0
a87,1,0
a89,1,0
a90,1,0
a91,1,1
a95,0,0
a96,0,0
a97,1,0
a98,0,0
a99,1,0
a100,1,0
a102,1,1
a103,1,0
a106,0,0
a107,1,0
a108,0,0
a109,1,1
a111,1,0
a112,1,0
a115,1,0
a116,1,0
a119,1,1
a121,1,0
a122,1,0
a123,0,1
a124,1,0
a1,1,0
a2,1,0
a3,0,1
a7,1,0
a9,1,0
a16,0,1
a18,1,0
a22,1,0
a35,1,0
a42,0,1
a45,1,0
a48,0,1
a53,1,0
a56,1,1
a58,1,1
a62,1,0
a63,0,1
a67,0,0
a71,1,1
a92,1,0
a94,1,1
a105,1,1
a110,1,1
a113,1,1
a120,1,0
a20,1,1
a38,0,0
a41,1,0
a46,1,0
a72,1,0
a80,0,0
a88,1,0
a93,1,0
a101,1,0
a104,0,0
a117,1,0
a118,0,1
a4,1,0
a28,1,1
a68,0,1
a84,1,0
a85,1,0
a65,1,0
a114,1,0
a49,1,0
