Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,1,0
a3,1,1
a5,1,0
a6,0,1
a7,0,0
a9,1,0
a10,1,0
a12,1,0
a15,0,1
a17,0,0
a18,1,0
a19,1,0
a24,1,0
a25,0,0
a27,1,0
a28,1,0
a29,1,0
a31,1,0
a32,1,0
a33,0,0
a35,1,0
a36,1,0
a40,1,0
a44,1,0
a45,1,0
a46,0,0
a50,1,0
a51,1,0
a53,1,0
a55,1,0
a60,1,0
a63,1,0
a67,1,0
a68,1,0
a69,0,1
a72,0,0
a73,1,0
a74,0,0
a76,1,1
a78,0,0
a79,1,0
a80,1,0
a81,0,1
a83,1,0
a84,1,0
a0,0,1
a4,1,0
a8,1,0
a13,1,0
a16,1,0
a20,0,0
a22,0,0
a23,0,0
a30,0,0
a34,0,0
a37,0,1
a38,1,1
a41,1,0
a42,1,0
a54,1,1
a59,1,0
a64,0,0
a65,1,0
a66,1,1
a75,0,1
a77,1,0
a21,1,1
a26,1,0
a43,1,1
a47,0,1
a52,1,0
a57,1,0
a58,1,0
a71,1,0
a39,1,0
a48,1,0
a49,1,0
a70,0,0
a14,1,0
a56,1,0
a61,1,0
a11,1,1
a62,1,1
a82,0,1
