Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a1,1,0
a3,1,0
a4,1,0
a5,0,0
a7,1,0
a8,1,1
a10,1,0
a11,1,0
a12,0,0
a13,1,0
a14,0,0
a16,1,0
a18,0,1
a19,1,0
a20,1,1
a21,1,0
a22,1,0
a25,1,0
a26,0,0
a28,0,0
a30,0,1
a31,1,0
a32,0,0
a34,0,1
a35,1,1
a39,1,1
a43,1,0
a46,1,0
a48,1,0
a49,1,0
a52,1,0
a55,0,0
a56,0,0
a59,0,1
a65,1,0
a66,0,0
a67,0,0
a70,0,1
a73,1,0
a74,1,0
a75,0,0
a76,1,0
a80,1,0
a81,1,0
a82,0,0
a85,0,1
a86,0,0
a88,0,1
a89,1,0
a91,1,1
a93,0,0
a94,1,0
a96,1,0
a97,1,0
a98,1,0
a100,0,0
a101,0,0
a103,1,0
a104,0,0
a106,1,0
a109,1,0
a2,1,1
a17,1,0
a24,0,0
a27,1,0
a29,0,1
a36,1,1
a37,0,0
a40,1,0
a42,1,0
a45,1,0
a50,1,0
a57,1,0
a58,1,1
a60,1,1
a61,1,0
a64,1,0
a69,0,0
a71,1,1
a77,1,0
a79,1,0
a83,1,0
a84,1,0
a90,1,0
a102,1,0
a107,1,0
a15,0,1
a23,0,0
a38,1,0
a41,1,0
a47,0,1
a54,1,0
a62,1,1
a63,0,0
a68,0,1
a72,1,0
a92,1,0
a95,1,0
a99,1,0
a105,1,0
a6,1,0
a33,0,0
a51,0,0
a53,1,0
a78,1,0
a87,1,0
a108,1,1
a9,1,0
a44,1,0
