Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a2,1,1
a4,1,0
a5,0,0
a8,1,0
a9,0,1
a13,0,1
a14,1,0
a15,0,0
a17,0,0
a18,1,0
a19,1,0
a25,1,0
a27,0,0
a30,0,1
a31,1,1
a32,1,1
a34,1,0
a35,1,0
a36,0,0
a38,0,0
a41,0,0
a43,0,0
a44,0,0
a46,0,0
a48,0,0
a53,1,0
a55,1,1
a56,1,1
a57,0,0
a58,0,0
a59,0,0
a60,0,0
a62,1,0
a63,0,0
a66,0,0
a67,0,1
a68,0,0
a72,1,0
a79,0,0
a83,0,1
a84,1,0
a85,1,0
a88,1,0
a90,0,0
a95,0,0
a96,0,0
a100,1,0
a104,1,1
a107,1,0
a112,0,0
a115,0,1
a116,0,1
a118,1,1
a123,0,0
a124,0,0
a126,0,0
a127,0,0
a128,0,0
a129,1,1
a132,0,0
a137,0,0
a138,0,0
a141,1,0
a142,1,0
a144,0,0
a146,0,0
a147,0,0
a148,0,0
a149,0,0
a150,0,0
a151,1,0
a156,0,0
a158,0,0
a159,0,0
a161,1,0
a162,1,0
a168,1,0
a169,0,0
a170,0,0
a172,0,0
a173,0,0
a174,1,1
a177,1,1
a179,0,1
a180,0,0
a183,1,0
a184,0,0
a185,0,1
a186,1,0
a187,0,0
a188,0,1
a189,0,0
a190,1,0
a191,1,0
a193,1,0
a194,0,0
a196,0,0
a197,1,1
a200,1,1
a201,0,1
a205,0,0
a207,0,0
a209,1,1
a211,0,0
a213,0,1
a215,0,1
a6,1,0
a11,1,0
a12,1,0
a20,0,0
a21,0,0
a22,1,0
a28,0,1
a29,0,0
a37,0,0
a42,1,0
a45,1,0
a49,0,0
a52,0,1
a54,0,0
a65,1,0
a70,0,0
a71,1,1
a75,0,1
a76,0,1
a78,1,0
a82,0,1
a86,1,1
a89,1,0
a91,0,0
a92,0,0
a94,1,0
a101,1,1
a102,0,1
a103,0,0
a105,1,0
a108,1,0
a110,1,0
a111,1,0
a117,1,0
a121,0,0
a122,0,0
a125,1,0
a130,0,0
a131,1,1
a133,0,0
a135,0,1
a136,0,0
a139,1,0
a140,0,0
a143,0,0
a152,0,1
a153,1,0
a154,0,0
a155,0,0
a157,1,0
a160,1,0
a163,1,0
a164,1,0
a175,0,1
a181,0,0
a192,0,1
a198,0,1
a199,0,0
a203,0,1
a204,1,0
a206,1,0
a210,1,0
a16,1,0
a23,0,0
a33,1,1
a39,1,0
a40,1,1
a50,1,0
a74,0,0
a80,1,0
a81,0,0
a109,0,0
a113,0,0
a119,0,0
a145,0,0
a165,0,0
a166,0,0
a167,1,1
a171,0,0
a176,1,0
a195,0,1
a202,0,1
a214,0,0
a0,1,0
a3,1,1
a7,1,0
a26,0,0
a51,0,0
a61,1,0
a64,1,0
a73,0,0
a77,0,1
a87,0,0
a93,1,0
a97,0,0
a98,0,1
a106,0,0
a114,0,0
a178,0,0
a182,0,0
a10,0,0
a24,0,0
a69,0,0
a99,1,0
a120,0,0
a134,0,0
a208,0,0
a47,0,0
a212,0,0
