Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a1,0,1
a2,0,0
a3,1,1
a5,1,0
a7,1,1
a9,0,0
a15,0,1
a16,0,1
a17,1,0
a20,1,1
a21,0,0
a23,0,0
a28,1,1
a31,1,0
a32,1,1
a33,1,1
a35,1,1
a38,0,0
a40,1,0
a42,1,1
a43,1,1
a44,1,0
a45,0,1
a47,0,0
a48,1,0
a50,0,0
a51,0,0
a53,1,1
a54,0,0
a56,1,1
a57,0,1
a58,0,0
a59,0,0
a60,1,1
a62,1,1
a63,1,0
a68,0,0
a69,1,1
a71,1,1
a74,1,0
a75,1,1
a76,1,1
a77,1,0
a78,1,0
a80,1,0
a83,0,1
a87,1,0
a88,0,0
a89,1,0
a93,1,0
a97,1,1
a98,1,0
a99,1,1
a100,0,0
a101,0,0
a102,0,1
a103,1,0
a104,1,1
a105,0,1
a108,0,0
a109,1,1
a110,1,1
a111,1,1
a114,0,0
a116,1,1
a117,1,0
a118,0,1
a120,1,1
a121,1,1
a122,0,1
a123,0,1
a124,0,1
a125,1,1
a126,1,0
a129,1,1
a130,0,0
a131,1,1
a132,0,0
a135,0,1
a137,0,1
a138,0,1
a139,1,0
a142,0,0
a143,1,1
a145,0,0
a146,0,0
a148,0,1
a149,0,0
a150,1,0
a151,1,1
a152,1,0
a156,0,1
a157,0,0
a159,1,1
a161,0,1
a162,0,1
a164,0,0
a165,1,0
a167,0,1
a170,1,0
a171,0,0
a172,0,0
a178,1,1
a179,1,0
a182,0,1
a184,0,1
a186,1,1
a187,0,1
a188,1,0
a189,1,1
a194,0,1
a195,1,1
a196,0,1
a197,0,1
a199,0,0
a200,0,1
a201,1,1
a202,1,1
a205,1,1
a206,0,0
a207,0,0
a210,1,1
a211,0,1
a212,0,1
a213,0,0
a215,0,0
a217,0,1
a219,1,0
a220,0,1
a222,1,0
a223,1,0
a224,0,1
a225,0,0
a231,1,0
a233,0,1
a235,1,1
a236,1,1
a238,1,1
a240,0,1
a241,1,1
a244,1,1
a245,1,1
a246,1,1
a248,0,0
a250,0,1
a254,0,1
a255,0,1
a256,0,0
a257,1,1
a258,0,1
a259,0,0
a261,0,1
a262,1,1
a263,1,1
a265,1,0
a266,1,0
a272,0,1
a276,0,1
a278,0,0
a279,0,0
a280,0,1
a281,1,0
a282,0,0
a283,0,1
a284,0,1
a285,0,1
a287,1,0
a292,1,1
a293,0,0
a295,0,0
a297,0,1
a300,1,1
a302,0,1
a305,0,1
a4,1,1
a10,0,1
a13,1,1
a14,0,1
a22,0,1
a30,1,1
a36,0,1
a37,1,0
a41,1,0
a46,1,0
a49,1,1
a52,1,1
a55,1,0
a61,0,1
a64,1,1
a65,0,0
a67,0,1
a72,1,0
a73,1,0
a79,0,0
a81,0,1
a82,0,1
a85,1,1
a90,0,0
a92,1,0
a95,1,1
a96,1,1
a112,0,0
a115,1,1
a119,0,1
a128,1,1
a134,0,1
a140,0,0
a144,1,0
a155,1,1
a158,1,1
a163,1,1
a168,0,1
a169,0,1
a173,1,1
a174,0,0
a175,1,1
a176,0,1
a177,1,1
a180,0,1
a181,0,1
a192,1,0
a198,1,0
a203,1,0
a208,0,1
a214,0,1
a218,1,1
a221,0,1
a226,1,1
a227,0,1
a230,0,0
a234,1,0
a237,0,1
a239,0,1
a242,0,1
a243,1,0
a247,0,1
a249,0,1
a252,1,1
a267,0,1
a271,0,1
a273,1,0
a286,1,0
a289,0,1
a298,0,1
a301,0,1
a304,0,1
a6,1,1
a8,0,0
a11,0,1
a12,1,1
a18,1,1
a19,1,1
a24,1,0
a25,0,0
a26,0,0
a27,1,0
a34,1,0
a70,1,1
a86,1,1
a94,1,1
a106,1,1
a107,0,1
a113,0,1
a133,0,1
a136,0,0
a153,1,1
a160,0,1
a166,0,1
a185,1,1
a190,1,1
a191,1,1
a193,1,0
a204,1,0
a209,0,1
a232,0,0
a251,1,0
a253,0,0
a268,1,1
a270,0,1
a274,0,1
a275,0,0
a277,0,1
a290,0,0
a291,0,1
a299,1,0
a303,1,0
a29,0,0
a66,0,1
a84,1,0
a91,0,0
a147,0,0
a264,0,1
a296,0,0
a141,1,1
a229,1,0
a260,0,1
a269,1,1
a288,0,0
a294,1,1
a154,0,1
a216,1,1
a228,0,0
a127,1,0
a183,0,1
a39,1,0
