Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,0,0
a2,0,1
a3,1,0
a4,1,0
a5,1,0
a7,0,1
a9,1,0
a11,0,0
a12,1,1
a13,1,0
a14,1,0
a15,1,0
a16,1,0
a17,0,0
a19,1,0
a20,1,0
a22,1,0
a23,1,0
a27,0,1
a28,1,0
a29,1,0
a33,0,0
a37,0,1
a39,0,0
a41,1,1
a43,1,0
a44,0,1
a45,1,1
a46,1,1
a47,1,0
a54,1,0
a55,1,0
a56,0,0
a59,0,1
a61,0,0
a63,0,1
a65,1,0
a66,1,0
a68,1,0
a69,1,0
a71,1,1
a73,1,0
a74,1,0
a75,1,0
a78,0,0
a79,1,0
a80,0,1
a83,0,0
a85,1,0
a86,1,0
a87,1,0
a90,1,0
a93,1,0
a6,0,0
a10,1,1
a18,1,0
a21,1,0
a25,1,0
a26,1,0
a31,1,0
a34,1,0
a35,1,1
a42,1,0
a49,1,1
a50,1,0
a52,0,0
a53,1,0
a62,0,1
a64,1,0
a67,1,0
a72,0,0
a82,1,0
a88,0,1
a89,0,1
a91,0,0
a92,1,1
a94,1,0
a36,0,1
a48,0,0
a51,1,1
a57,1,0
a58,0,0
a60,1,0
a77,1,0
a84,1,0
a8,1,1
a32,1,0
a38,1,0
a40,1,0
a70,1,0
a81,1,0
a24,1,0
a76,1,0
a30,1,0
