Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a4,1,1
a5,1,0
a6,1,1
a7,0,0
a8,0,0
a10,1,1
a11,1,1
a12,0,0
a17,1,0
a18,1,0
a19,1,0
a21,1,0
a22,1,0
a24,0,0
a25,0,1
a27,1,0
a31,0,1
a32,1,0
a33,1,0
a34,0,1
a35,1,0
a36,0,1
a37,1,0
a38,1,0
a39,0,0
a43,1,0
a44,1,1
a45,1,0
a46,0,0
a47,1,0
a50,0,0
a52,1,0
a54,1,0
a55,1,0
a57,1,1
a59,0,0
a60,0,0
a63,1,1
a64,1,0
a66,0,1
a68,1,0
a69,1,0
a70,1,0
a72,0,0
a73,0,0
a74,1,0
a75,0,1
a78,1,0
a81,1,0
a82,1,0
a84,0,0
a1,1,0
a3,1,0
a9,1,0
a14,1,0
a15,1,0
a20,1,0
a23,0,0
a26,1,0
a30,1,0
a40,1,0
a41,1,0
a49,1,0
a58,1,0
a62,1,1
a65,1,0
a71,1,0
a76,1,0
a83,0,1
a13,1,0
a16,1,0
a28,1,0
a29,1,0
a42,1,0
a51,1,0
a56,1,0
a67,0,1
a77,1,0
a48,0,1
a53,1,0
a79,1,1
a80,1,0
a2,1,1
a61,1,1
