Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,1,0
a2,0,0
a5,1,1
a6,1,1
a8,1,1
a10,0,0
a12,0,0
a13,1,1
a14,1,1
a16,1,0
a17,1,1
a19,0,0
a20,0,1
a21,0,1
a22,0,0
a24,1,1
a26,0,0
a28,0,1
a29,1,1
a33,0,1
a34,0,1
a35,1,1
a38,1,0
a39,0,1
a41,0,1
a43,1,1
a44,1,0
a45,1,1
a46,1,0
a49,1,0
a50,0,0
a52,0,0
a54,1,0
a56,1,1
a57,0,1
a58,0,0
a59,0,0
a62,1,0
a64,1,1
a65,0,1
a66,1,1
a69,1,1
a70,1,1
a72,1,0
a75,1,0
a76,1,0
a77,1,0
a78,0,0
a79,0,1
a81,1,1
a82,0,0
a83,0,1
a85,1,1
a86,0,1
a87,1,0
a88,1,0
a91,1,0
a94,1,0
a96,0,0
a97,1,0
a98,1,0
a99,1,1
a100,1,1
a103,0,1
a104,1,1
a105,1,1
a106,1,1
a107,0,0
a108,0,1
a109,0,0
a111,1,0
a113,0,1
a114,0,1
a118,0,1
a119,1,1
a120,0,0
a122,0,0
a123,1,0
a125,0,1
a126,1,1
a131,0,0
a132,1,1
a133,1,1
a137,1,1
a139,0,0
a140,0,1
a141,1,0
a146,0,1
a148,1,1
a149,1,0
a150,0,0
a151,0,1
a154,1,1
a155,0,1
a157,0,1
a158,1,1
a161,0,1
a169,0,0
a170,1,0
a173,1,0
a176,0,0
a178,0,0
a182,0,1
a187,1,1
a189,1,1
a192,1,0
a193,0,1
a198,0,1
a201,1,1
a202,0,0
a203,1,1
a205,1,1
a206,0,1
a207,0,1
a209,0,0
a210,1,1
a211,1,0
a212,1,0
a213,0,0
a214,1,1
a215,1,1
a216,1,0
a218,0,0
a219,0,0
a220,0,1
a3,0,1
a7,1,1
a9,0,1
a15,0,1
a25,1,1
a30,0,1
a32,1,1
a40,0,1
a42,0,0
a48,1,1
a51,1,0
a53,1,1
a55,1,0
a60,0,1
a71,0,0
a73,1,0
a84,0,1
a90,0,1
a92,0,0
a95,0,1
a101,0,1
a102,0,1
a110,1,1
a112,0,0
a115,1,0
a116,1,0
a117,1,1
a127,0,1
a128,0,1
a129,1,1
a134,1,0
a136,0,1
a142,1,1
a144,1,1
a145,1,1
a147,0,0
a152,0,1
a153,1,1
a156,1,1
a160,0,1
a162,0,1
a163,0,1
a164,0,1
a166,1,0
a167,0,1
a168,0,0
a171,0,0
a175,0,1
a181,1,1
a184,0,0
a186,0,1
a190,0,1
a191,0,0
a197,0,0
a200,0,0
a204,0,1
a217,0,0
a4,1,1
a18,1,1
a23,0,1
a31,0,1
a36,1,1
a63,1,0
a67,1,1
a74,0,0
a124,0,0
a130,1,0
a172,0,0
a180,0,0
a183,0,1
a188,0,0
a196,1,1
a27,0,1
a68,1,1
a89,0,0
a93,1,0
a135,0,1
a174,1,0
a177,1,1
a179,0,1
a185,0,1
a199,0,0
a208,1,0
a37,0,1
a61,0,0
a121,0,0
a138,0,1
a143,0,0
a159,1,0
a194,1,0
a195,1,1
a11,1,1
a47,0,0
a80,0,0
a165,1,0
