Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a1,1,0
a2,0,0
a4,0,1
a6,1,0
a7,1,0
a8,0,0
a9,1,0
a12,1,0
a13,0,0
a16,1,0
a17,1,0
a18,1,1
a19,1,1
a20,0,0
a22,1,0
a23,0,0
a24,0,0
a26,1,0
a28,0,0
a29,0,1
a30,1,1
a34,1,0
a35,1,0
a36,0,0
a41,1,0
a45,1,0
a47,0,0
a48,1,0
a51,1,0
a52,1,0
a53,1,0
a54,0,1
a55,1,1
a57,1,1
a58,1,0
a60,0,0
a61,0,0
a63,0,0
a64,0,0
a3,1,0
a5,1,0
a10,1,0
a11,0,0
a14,1,0
a21,0,1
a25,1,0
a31,0,0
a33,1,0
a38,1,0
a40,1,0
a42,1,0
a44,0,0
a49,1,0
a50,0,0
a56,1,0
a62,0,1
a27,1,0
a32,1,0
a37,1,0
a43,1,0
a46,1,1
a15,1,0
a39,1,0
a59,1,0
