Argument,In_Stability_Impact,Out_Stability_Impact
a2,0,1
a3,0,1
a5,1,1
a6,1,1
a9,0,0
a10,1,0
a12,0,1
a15,0,1
a16,0,1
a18,0,0
a20,0,1
a21,1,0
a22,1,1
a24,1,1
a26,1,1
a27,1,1
a30,1,0
a31,0,1
a32,0,1
a36,1,1
a37,0,1
a39,0,0
a42,1,0
a43,1,1
a45,0,1
a46,0,1
a47,1,0
a49,0,0
a50,1,1
a51,0,0
a53,0,0
a54,0,0
a55,0,1
a56,1,1
a57,1,1
a58,0,0
a59,1,0
a60,1,1
a61,0,1
a63,1,0
a64,0,0
a66,0,1
a67,0,0
a68,1,0
a69,1,1
a70,1,1
a73,1,0
a74,1,0
a75,1,0
a76,1,1
a77,0,1
a81,1,0
a85,1,0
a87,0,0
a90,0,0
a91,1,0
a92,1,1
a93,1,1
a94,0,1
a95,0,0
a96,1,0
a97,0,0
a98,0,0
a99,0,1
a100,1,1
a101,0,0
a102,1,1
a103,0,1
a104,0,1
a0,1,0
a7,1,1
a13,0,1
a17,0,0
a23,1,1
a25,0,0
a28,1,0
a34,0,0
a38,1,1
a41,1,1
a44,0,1
a52,1,0
a62,1,1
a65,0,0
a71,1,1
a80,1,1
a82,1,1
a83,0,1
a86,1,1
a88,0,1
a105,1,1
a1,1,1
a4,0,1
a8,1,1
a40,1,1
a48,0,1
a72,0,1
a79,1,0
a84,1,0
a89,1,0
a11,1,0
a14,1,0
a19,1,0
a29,0,0
a33,1,0
a35,1,1
a78,0,1
