Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,0,0
a2,1,0
a3,1,0
a5,1,0
a6,0,1
a7,1,0
a8,1,0
a9,0,1
a12,1,0
a14,1,1
a16,1,0
a19,0,1
a20,1,0
a21,0,0
a23,1,0
a24,0,0
a26,1,0
a29,1,0
a30,1,0
a32,0,0
a33,1,0
a34,1,0
a35,1,1
a36,1,0
a39,1,0
a40,0,0
a41,1,0
a42,0,1
a43,0,0
a45,1,0
a48,1,0
a49,0,0
a51,1,0
a52,1,0
a54,0,0
a58,0,0
a61,1,0
a62,1,0
a63,0,1
a65,1,0
a66,0,0
a71,1,0
a72,1,0
a74,0,1
a77,1,0
a78,1,0
a79,0,0
a81,0,0
a86,0,0
a87,0,1
a90,1,0
a91,1,0
a92,0,0
a94,1,0
a4,1,0
a10,1,0
a11,0,0
a13,0,0
a17,1,0
a28,1,0
a31,0,1
a37,0,1
a44,1,0
a46,1,1
a47,1,0
a55,1,0
a60,1,0
a64,1,1
a67,0,0
a68,1,0
a73,1,0
a75,0,1
a82,1,0
a83,1,0
a85,1,0
a89,1,0
a15,1,0
a18,1,0
a38,1,1
a50,0,0
a53,1,0
a56,1,0
a70,1,0
a76,1,1
a80,1,0
a84,1,0
a93,0,1
a27,0,0
a57,1,0
a88,1,0
a22,1,0
a25,0,0
a69,1,0
a59,0,0
