Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,1
a3,1,0
a5,1,1
a7,1,1
a9,1,0
a10,1,1
a12,1,0
a13,1,0
a14,1,1
a17,1,0
a19,0,0
a21,1,1
a23,1,1
a29,1,0
a31,0,0
a33,0,0
a36,1,1
a37,0,0
a38,1,0
a39,1,0
a40,0,1
a41,1,0
a42,1,1
a43,1,0
a46,0,0
a48,1,1
a50,0,0
a51,1,0
a53,1,1
a54,0,1
a56,1,0
a57,0,0
a58,1,0
a60,1,1
a61,1,1
a63,1,1
a64,0,1
a65,1,0
a67,1,1
a68,1,0
a75,0,0
a77,1,0
a78,0,0
a82,0,1
a88,0,0
a89,1,0
a90,1,1
a92,0,0
a95,0,0
a96,0,1
a99,1,0
a102,1,1
a105,1,1
a110,1,0
a112,1,1
a113,0,1
a114,0,1
a115,1,0
a116,1,0
a118,0,1
a120,0,1
a121,0,0
a124,0,0
a125,0,0
a126,1,1
a127,1,0
a128,1,1
a129,1,0
a131,1,0
a132,0,0
a133,1,0
a134,1,1
a135,1,0
a136,0,1
a137,0,0
a138,1,0
a139,1,1
a140,1,0
a142,1,1
a145,1,1
a147,1,0
a148,0,1
a149,0,1
a150,0,1
a153,1,0
a157,0,0
a158,0,0
a159,1,0
a161,1,0
a162,0,0
a163,0,0
a166,0,1
a170,1,0
a171,1,0
a172,1,0
a174,0,0
a175,1,0
a176,0,1
a177,0,0
a178,1,0
a181,0,1
a182,1,0
a183,0,0
a185,0,1
a187,0,0
a188,1,0
a192,1,1
a193,0,0
a196,0,1
a197,0,1
a199,1,0
a205,1,1
a210,0,0
a215,1,0
a218,0,0
a220,0,0
a223,0,0
a224,0,1
a226,0,1
a227,1,1
a228,0,0
a229,0,0
a230,0,1
a234,1,0
a235,0,1
a236,0,0
a237,0,1
a238,1,0
a240,0,0
a241,1,0
a242,0,0
a244,0,0
a245,0,1
a247,1,1
a248,0,0
a249,0,1
a251,1,0
a253,0,0
a255,0,0
a256,0,0
a258,0,0
a259,0,1
a261,0,0
a262,0,0
a264,0,1
a266,0,0
a267,1,0
a268,0,0
a270,1,1
a271,0,1
a274,0,1
a276,1,1
a278,1,1
a279,0,0
a280,0,0
a281,1,1
a283,0,0
a284,1,0
a285,0,1
a286,0,1
a289,1,1
a290,0,1
a291,1,0
a293,0,1
a294,0,1
a295,0,1
a297,0,1
a300,1,0
a305,1,0
a306,0,0
a307,0,0
a308,0,1
a309,0,0
a312,0,1
a314,0,1
a315,0,1
a0,1,1
a11,0,0
a15,0,1
a16,0,0
a18,0,0
a22,1,1
a24,0,1
a25,1,0
a27,0,1
a30,1,1
a32,1,0
a35,1,0
a44,1,1
a49,1,1
a52,0,0
a55,0,0
a62,1,0
a69,0,1
a70,1,0
a72,1,1
a73,0,1
a74,0,0
a80,1,1
a83,1,0
a84,0,1
a86,1,1
a94,1,0
a103,0,1
a107,0,1
a122,1,0
a123,1,0
a130,1,1
a143,1,0
a146,1,0
a151,0,0
a152,1,1
a154,0,1
a155,0,0
a156,0,0
a164,1,0
a165,0,0
a167,1,1
a169,1,0
a173,1,0
a179,1,0
a180,0,0
a184,0,0
a194,0,1
a200,0,1
a201,0,0
a202,1,1
a204,0,0
a206,0,1
a207,0,0
a208,1,0
a213,1,0
a214,0,0
a216,1,0
a217,0,1
a219,0,0
a222,0,1
a225,1,1
a232,1,0
a233,0,1
a239,0,0
a243,1,0
a252,0,0
a254,1,0
a257,0,1
a260,0,0
a263,0,0
a273,1,0
a275,0,0
a277,0,1
a282,0,1
a292,1,1
a298,0,0
a301,1,0
a302,0,0
a304,0,0
a310,1,0
a311,1,0
a1,0,1
a4,0,1
a20,0,0
a26,1,1
a47,1,1
a71,0,0
a76,1,0
a87,1,1
a91,1,0
a98,1,1
a101,0,1
a104,0,0
a108,0,0
a111,0,0
a119,0,1
a144,1,0
a160,0,0
a168,1,0
a190,1,1
a191,0,1
a198,1,1
a203,0,0
a209,1,0
a221,0,1
a250,0,0
a269,0,1
a272,0,0
a296,0,0
a313,0,0
a8,0,0
a34,1,0
a59,0,0
a66,1,0
a81,0,0
a93,1,1
a97,1,0
a100,1,1
a109,1,0
a195,0,1
a212,1,0
a231,0,0
a288,1,0
a303,0,1
a6,1,1
a28,0,1
a79,1,0
a85,0,1
a186,1,0
a211,1,0
a246,0,1
a265,0,0
a106,0,0
a117,0,1
a189,1,0
a141,1,1
a287,0,1
a45,1,0
a299,0,0
