Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a1,0,1
a4,0,0
a6,1,0
a10,0,1
a13,1,1
a15,0,1
a16,0,1
a18,0,1
a19,1,0
a20,0,0
a22,0,0
a24,0,1
a26,1,1
a27,1,0
a28,1,0
a29,1,1
a32,1,0
a33,1,0
a35,1,0
a36,1,0
a40,0,0
a45,1,1
a46,1,1
a47,0,1
a48,0,0
a49,0,0
a53,1,0
a54,0,1
a55,0,0
a57,1,1
a58,1,1
a61,1,1
a62,0,0
a65,1,0
a66,1,1
a67,0,0
a68,0,0
a70,1,1
a71,0,1
a72,1,0
a74,1,0
a76,1,0
a77,0,1
a83,0,1
a84,1,1
a85,0,1
a86,1,1
a87,1,0
a88,0,1
a92,1,0
a93,1,1
a94,0,1
a100,0,1
a101,0,1
a102,0,0
a106,1,0
a111,0,0
a112,0,0
a113,1,1
a115,0,1
a116,1,0
a117,0,1
a118,0,1
a119,1,0
a3,1,1
a5,0,1
a7,0,1
a11,1,0
a17,1,0
a21,1,1
a25,0,1
a31,0,1
a34,1,0
a41,0,0
a44,1,0
a50,0,1
a52,0,1
a56,1,0
a60,1,0
a78,0,1
a79,0,0
a81,0,0
a90,1,1
a91,1,0
a96,0,1
a97,0,1
a98,1,0
a99,0,1
a104,1,0
a105,0,0
a107,0,1
a109,0,1
a110,1,1
a120,0,1
a2,0,1
a9,1,1
a12,1,0
a23,0,1
a30,0,0
a37,1,0
a38,1,0
a43,1,1
a59,1,0
a63,0,0
a69,0,0
a82,1,0
a95,0,1
a108,1,1
a114,0,0
a39,1,1
a89,0,0
a14,1,0
a42,0,0
a64,1,1
a73,1,1
a80,0,1
a8,1,1
a51,0,1
a75,0,1
a103,0,1
