Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,1
a2,1,1
a5,1,0
a7,1,0
a8,0,0
a9,1,1
a10,1,1
a11,1,0
a12,0,0
a13,0,0
a14,1,1
a15,1,1
a16,0,1
a17,0,0
a18,0,0
a21,0,0
a22,1,1
a25,1,0
a27,0,1
a29,0,1
a30,0,0
a31,0,1
a34,1,0
a37,0,0
a39,1,1
a40,0,1
a41,0,1
a42,0,0
a43,1,0
a44,1,0
a47,0,1
a48,1,1
a49,1,0
a50,1,0
a51,1,0
a53,1,1
a54,1,1
a55,0,1
a57,1,0
a58,0,0
a59,0,0
a60,1,1
a61,1,0
a63,1,0
a65,0,1
a66,0,1
a67,0,1
a68,0,1
a69,1,1
a70,1,1
a72,1,1
a73,1,0
a75,1,1
a77,0,0
a79,1,0
a80,1,0
a81,1,0
a82,0,1
a84,1,1
a87,1,0
a91,1,1
a92,0,0
a94,1,0
a97,0,1
a98,1,0
a99,0,0
a101,1,0
a102,0,0
a103,0,0
a104,1,0
a105,1,1
a107,1,1
a108,1,1
a109,1,0
a111,0,0
a112,1,0
a113,1,0
a114,1,0
a116,1,1
a117,1,0
a119,0,1
a120,0,0
a122,0,1
a123,1,0
a125,0,0
a127,1,0
a128,1,1
a129,0,1
a131,0,1
a132,1,1
a133,0,0
a136,1,0
a137,0,0
a140,1,1
a144,0,0
a145,0,1
a146,0,1
a147,0,1
a149,1,0
a150,0,1
a151,1,0
a152,0,0
a154,0,0
a155,1,0
a158,0,0
a159,0,0
a160,0,1
a162,0,0
a164,0,0
a165,0,1
a166,0,0
a167,0,0
a168,1,1
a169,0,1
a170,1,1
a172,0,0
a174,1,1
a175,1,1
a176,1,1
a177,0,1
a178,0,0
a179,0,0
a180,0,0
a181,1,1
a182,1,1
a183,0,0
a186,1,1
a187,1,0
a192,1,1
a193,1,0
a194,0,1
a195,1,1
a196,1,0
a197,0,0
a198,1,0
a202,1,0
a203,0,1
a205,0,0
a208,0,0
a211,0,1
a212,0,1
a213,0,0
a215,1,1
a216,0,1
a218,0,1
a221,0,0
a222,0,0
a223,0,1
a224,1,1
a227,0,1
a230,1,1
a231,0,0
a234,0,0
a235,0,1
a236,0,0
a237,0,1
a238,0,1
a239,0,0
a241,0,1
a243,1,1
a244,1,1
a245,0,1
a247,0,1
a249,0,1
a250,0,1
a3,1,1
a4,0,1
a6,0,0
a19,0,1
a20,1,1
a23,0,0
a24,1,0
a26,1,1
a32,1,1
a35,0,0
a36,1,1
a38,1,1
a46,0,1
a64,1,0
a74,0,1
a78,0,1
a85,0,1
a88,1,1
a89,0,0
a90,0,1
a100,1,1
a106,1,1
a115,0,1
a118,0,1
a121,1,1
a124,0,1
a135,1,1
a139,0,1
a141,1,0
a148,0,0
a157,0,1
a161,0,1
a163,0,1
a171,1,1
a173,1,1
a184,0,0
a185,1,1
a191,1,1
a199,0,1
a201,0,1
a204,0,0
a206,0,1
a209,0,1
a210,0,0
a214,0,1
a225,0,1
a229,0,1
a233,1,0
a240,0,1
a246,1,1
a28,1,1
a33,0,0
a56,1,1
a62,1,1
a71,0,1
a76,1,0
a83,0,1
a86,1,0
a93,1,0
a95,0,0
a96,1,0
a134,1,0
a142,0,1
a153,0,1
a188,0,0
a189,0,0
a190,1,1
a200,0,1
a217,0,1
a220,1,0
a226,0,1
a242,0,0
a45,0,1
a110,0,0
a126,0,1
a130,1,0
a143,0,1
a156,1,1
a207,0,0
a219,0,1
a232,0,1
a248,0,1
a138,1,0
a0,0,1
a228,0,1
a52,0,0
