Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,1
a1,0,1
a2,1,1
a3,1,1
a5,1,0
a7,1,1
a13,1,1
a14,1,0
a15,1,0
a16,0,0
a17,1,0
a18,0,1
a19,0,1
a20,0,1
a24,0,0
a27,1,1
a31,1,0
a35,1,0
a36,0,1
a37,0,1
a38,0,0
a39,0,0
a40,1,1
a42,0,0
a43,0,0
a44,1,0
a45,1,1
a46,1,1
a47,0,0
a48,1,1
a50,0,0
a52,0,1
a53,0,0
a54,1,1
a55,0,1
a58,1,1
a59,1,1
a60,1,1
a61,0,1
a62,0,0
a66,1,0
a67,0,1
a68,0,1
a69,0,0
a70,0,0
a72,1,0
a73,1,1
a74,1,0
a76,0,0
a77,1,1
a79,1,1
a80,1,1
a82,0,1
a83,0,0
a87,0,0
a89,1,1
a90,1,1
a91,0,1
a92,0,0
a96,1,0
a97,0,0
a98,1,1
a101,1,1
a103,0,1
a104,1,0
a105,0,0
a106,0,1
a107,0,0
a108,0,1
a109,0,1
a110,0,0
a111,1,0
a114,0,0
a115,1,0
a116,0,0
a117,1,0
a119,1,1
a121,0,1
a122,1,1
a123,0,1
a124,0,1
a127,0,1
a131,0,1
a132,1,1
a135,1,1
a136,1,0
a137,1,1
a138,0,1
a139,1,1
a140,0,1
a141,0,1
a143,0,0
a144,0,1
a145,1,1
a146,1,0
a147,0,1
a149,1,1
a150,1,1
a155,0,0
a157,1,1
a158,0,1
a159,1,0
a161,0,1
a162,0,1
a165,0,0
a172,0,1
a173,1,1
a178,0,1
a180,0,1
a181,0,0
a182,1,1
a186,0,1
a187,1,0
a189,1,1
a190,0,1
a193,0,1
a194,1,1
a195,0,1
a196,0,0
a197,1,1
a199,1,1
a200,1,1
a204,0,1
a205,0,1
a209,1,1
a212,1,0
a213,0,0
a216,0,1
a218,0,1
a219,0,1
a220,1,1
a221,1,1
a223,0,1
a224,1,0
a225,0,1
a226,0,1
a227,1,1
a228,0,1
a230,0,0
a231,0,1
a232,0,1
a236,0,1
a238,0,0
a239,0,0
a240,0,1
a242,1,0
a243,1,0
a244,0,0
a245,0,1
a246,1,1
a248,0,1
a251,0,0
a252,0,1
a254,1,1
a4,0,1
a8,1,1
a9,1,1
a10,0,0
a23,1,1
a25,1,1
a29,0,0
a32,0,1
a33,1,1
a41,1,0
a51,0,0
a57,0,1
a64,0,1
a65,0,0
a71,0,1
a78,1,1
a84,0,1
a85,0,1
a86,0,1
a88,1,0
a95,1,0
a99,0,1
a120,0,1
a126,1,1
a130,0,1
a133,0,1
a134,0,0
a152,1,1
a154,1,1
a156,0,0
a160,0,1
a164,0,1
a166,1,1
a167,0,0
a168,0,1
a169,0,1
a170,1,0
a174,1,0
a175,0,0
a177,1,0
a184,0,0
a188,1,1
a191,0,1
a192,0,0
a203,0,1
a207,0,1
a208,1,0
a211,1,1
a215,0,0
a217,1,1
a222,1,1
a229,0,0
a233,1,1
a235,0,1
a237,0,1
a241,0,1
a247,0,1
a249,0,1
a253,1,1
a6,1,1
a12,1,0
a22,1,0
a30,1,0
a34,1,1
a56,1,1
a63,1,1
a81,1,0
a94,1,1
a102,0,1
a112,0,0
a118,0,1
a142,0,1
a148,0,1
a163,1,1
a171,0,0
a179,1,1
a185,0,1
a234,0,1
a250,0,0
a255,0,0
a11,1,0
a21,1,0
a26,1,1
a28,0,0
a49,0,1
a75,0,1
a93,1,1
a100,0,0
a113,0,0
a125,1,1
a151,0,0
a176,0,1
a183,0,1
a198,0,0
a201,0,1
a202,0,1
a206,0,1
a129,1,1
a128,0,1
a153,1,0
a210,1,1
a214,0,1
