Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a3,1,0
a4,1,0
a5,1,0
a6,1,0
a7,1,0
a9,1,1
a11,1,0
a12,0,0
a15,0,1
a16,1,0
a20,1,0
a21,1,0
a22,1,0
a24,0,0
a26,0,0
a27,1,1
a29,1,1
a30,1,0
a32,1,0
a34,1,0
a35,0,0
a37,0,0
a38,1,1
a41,1,1
a43,1,0
a45,1,0
a47,0,0
a50,0,0
a51,1,1
a54,0,0
a55,0,1
a56,0,1
a59,1,0
a60,0,0
a64,1,0
a65,1,0
a66,1,1
a67,0,0
a70,1,0
a72,1,0
a73,1,0
a74,1,0
a76,1,0
a78,1,0
a79,1,0
a80,1,0
a81,1,1
a82,1,0
a84,1,1
a86,0,0
a87,1,0
a88,0,1
a89,0,1
a90,1,0
a92,1,0
a93,1,0
a97,1,0
a98,1,0
a100,1,0
a101,1,0
a103,0,1
a110,1,0
a111,1,0
a112,1,0
a113,1,0
a114,1,1
a0,0,0
a8,1,0
a10,0,1
a14,1,0
a18,0,0
a23,1,0
a25,1,0
a33,1,0
a36,1,0
a39,1,0
a40,0,0
a44,1,0
a46,1,0
a49,1,0
a52,1,0
a62,1,0
a68,0,1
a75,1,0
a77,1,0
a83,1,0
a85,1,0
a91,1,0
a95,1,0
a96,1,0
a99,1,0
a105,0,1
a106,0,0
a108,1,0
a13,0,0
a17,1,0
a28,1,0
a31,1,0
a42,1,0
a48,1,0
a53,1,0
a57,0,1
a58,1,0
a61,0,0
a63,1,1
a69,1,0
a102,1,0
a71,0,1
a94,0,0
a104,1,0
a19,1,0
a107,1,1
a109,1,0
a2,1,0
