Argument,In_Stability_Impact,Out_Stability_Impact
a3,1,1
a5,1,0
a7,0,1
a10,1,0
a11,0,0
a13,1,1
a16,1,0
a17,0,1
a20,1,0
a21,1,0
a24,1,0
a25,1,0
a28,1,0
a29,1,0
a33,1,0
a34,1,0
a35,0,0
a37,1,0
a39,0,1
a40,0,0
a41,1,0
a42,1,0
a43,1,1
a44,0,0
a45,0,0
a46,0,1
a47,0,0
a49,1,0
a50,1,0
a52,0,1
a55,1,0
a56,1,1
a59,0,0
a62,1,1
a63,0,0
a65,1,0
a1,1,0
a4,0,0
a6,1,0
a8,1,0
a9,1,1
a15,1,0
a19,0,1
a26,1,0
a27,1,1
a30,0,0
a32,0,1
a36,0,0
a38,0,1
a48,1,0
a53,0,1
a54,0,1
a58,1,0
a61,1,1
a0,0,1
a12,1,0
a14,0,0
a57,0,1
a60,1,0
a64,1,1
a2,1,1
a22,1,0
a31,0,0
a18,1,1
a23,1,0
a51,1,1
