Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a1,1,1
a2,1,0
a4,1,1
a5,0,0
a9,1,0
a10,0,0
a11,0,1
a14,1,1
a15,0,1
a23,1,1
a24,0,0
a25,1,1
a26,1,1
a27,1,0
a30,1,1
a31,1,0
a32,0,1
a35,0,1
a39,1,0
a40,1,1
a42,0,0
a43,1,1
a45,1,0
a46,1,0
a47,1,0
a49,0,0
a50,1,1
a51,1,0
a52,1,1
a53,1,0
a54,1,1
a55,0,1
a56,0,1
a58,0,1
a59,0,1
a62,1,1
a63,1,0
a64,1,1
a65,1,1
a67,1,0
a68,1,1
a71,1,0
a72,1,0
a78,1,0
a79,1,1
a80,1,1
a81,0,1
a84,1,0
a86,1,0
a87,1,1
a88,1,1
a89,0,1
a90,1,1
a92,0,1
a93,1,1
a95,1,1
a96,1,1
a97,1,0
a99,0,0
a100,1,0
a105,0,1
a109,1,1
a110,1,0
a114,0,1
a117,1,0
a118,1,1
a119,0,0
a120,1,1
a122,0,1
a123,1,1
a125,1,0
a126,0,1
a128,1,0
a131,0,0
a132,1,1
a135,0,1
a136,1,1
a137,0,0
a139,1,1
a141,0,1
a143,0,1
a148,1,1
a149,0,1
a151,1,1
a155,1,1
a156,1,1
a157,1,0
a158,1,1
a159,1,1
a161,0,1
a163,1,1
a166,1,0
a168,0,0
a171,0,1
a172,0,0
a174,0,1
a175,1,1
a176,1,0
a178,1,0
a180,0,0
a183,0,1
a184,1,1
a3,0,1
a6,1,1
a7,1,1
a16,0,0
a17,1,1
a20,1,1
a21,1,0
a22,1,0
a28,1,0
a33,0,1
a36,0,0
a41,1,1
a48,0,1
a57,0,1
a60,1,1
a70,1,1
a73,1,0
a76,1,0
a82,1,1
a83,1,0
a85,1,1
a91,1,0
a94,1,0
a98,1,0
a101,1,1
a103,1,1
a106,0,1
a107,1,0
a108,0,1
a111,0,1
a112,0,1
a113,1,1
a115,1,0
a116,0,0
a121,1,1
a124,1,0
a133,1,1
a134,0,1
a138,1,0
a142,1,0
a144,0,0
a145,1,0
a146,1,1
a147,0,1
a150,0,0
a152,0,0
a153,1,1
a160,1,1
a162,0,1
a164,0,0
a167,0,1
a169,1,0
a173,0,1
a179,0,1
a181,1,1
a182,0,1
a185,0,0
a8,1,1
a12,0,0
a13,0,0
a18,1,1
a19,0,0
a29,1,0
a34,1,0
a37,0,1
a44,1,0
a61,0,1
a66,1,0
a69,1,1
a74,0,1
a75,0,0
a102,0,0
a154,0,0
a165,0,1
a177,1,0
a77,0,1
a140,0,1
a170,0,1
a38,1,1
a127,0,1
a129,0,1
a130,0,1
a104,0,1
