Argument,In_Stability_Impact,Out_Stability_Impact
a2,0,1
a3,1,1
a7,1,0
a9,1,0
a10,0,0
a14,1,0
a18,0,0
a20,1,0
a22,1,0
a25,0,0
a29,1,0
a30,0,0
a32,1,0
a33,0,1
a35,1,0
a36,1,0
a38,1,0
a39,0,0
a40,0,0
a41,1,0
a42,1,0
a46,0,0
a47,1,1
a49,0,0
a52,1,0
a53,0,0
a54,0,1
a55,0,1
a57,1,1
a58,0,0
a59,0,1
a0,0,0
a4,1,0
a12,1,0
a13,1,0
a15,0,1
a17,1,0
a21,0,0
a23,1,0
a24,0,0
a27,0,0
a31,0,1
a37,1,1
a44,1,1
a45,1,0
a48,1,0
a50,1,0
a1,1,0
a8,0,1
a19,0,0
a26,1,1
a28,1,1
a34,1,1
a43,1,0
a51,0,0
a6,1,1
a11,1,0
a56,1,0
a5,1,0
a16,0,0
