Argument,In_Stability_Impact,Out_Stability_Impact
a6,0,0
a8,1,0
a10,1,1
a12,1,1
a13,1,0
a16,1,1
a17,1,0
a18,0,0
a20,0,1
a21,1,1
a23,1,1
a26,0,1
a28,0,1
a32,1,1
a33,1,0
a35,0,0
a38,1,0
a40,1,0
a41,1,1
a42,1,0
a46,1,1
a47,1,1
a49,0,1
a54,1,1
a57,1,1
a58,0,0
a59,0,1
a63,1,0
a64,1,0
a65,1,0
a66,1,0
a67,0,0
a68,1,0
a69,1,0
a70,0,1
a71,0,1
a72,1,0
a73,1,0
a74,0,1
a75,0,1
a77,1,0
a78,1,0
a80,0,1
a81,1,1
a82,1,1
a83,0,0
a86,1,1
a87,0,0
a89,0,1
a91,1,1
a92,0,0
a95,1,1
a97,0,0
a98,0,1
a100,0,1
a101,0,0
a103,1,0
a105,0,1
a106,1,0
a108,1,1
a109,0,1
a111,0,0
a114,1,1
a115,1,1
a116,0,1
a117,1,0
a118,1,1
a119,1,0
a120,1,1
a121,0,0
a122,0,0
a123,0,1
a124,1,0
a125,0,0
a126,0,1
a128,1,0
a129,0,0
a130,0,0
a133,0,1
a135,0,0
a136,0,1
a137,0,1
a139,0,0
a141,1,1
a142,0,0
a143,0,1
a146,1,1
a148,1,1
a151,1,0
a152,1,0
a158,1,1
a161,0,1
a162,1,0
a163,1,0
a164,1,1
a165,1,0
a168,0,1
a169,0,1
a170,0,1
a171,1,1
a173,0,0
a174,0,0
a175,1,1
a178,0,1
a179,0,0
a181,1,1
a182,0,0
a183,0,1
a184,0,1
a186,0,0
a187,0,1
a189,0,0
a191,0,1
a192,1,1
a193,0,1
a194,0,1
a195,1,1
a196,0,0
a197,1,1
a198,0,1
a199,0,1
a200,0,1
a201,1,1
a202,0,1
a204,0,1
a205,1,1
a208,0,1
a210,0,0
a211,0,1
a216,0,1
a217,1,0
a219,0,1
a220,1,0
a221,0,1
a222,1,0
a224,1,1
a226,0,1
a227,1,1
a228,0,1
a229,1,0
a230,0,0
a231,0,1
a232,1,1
a233,0,1
a234,0,0
a237,0,1
a240,1,0
a241,0,1
a242,1,1
a244,1,1
a245,0,1
a246,1,0
a248,0,1
a256,1,1
a257,0,1
a258,0,1
a259,0,0
a260,0,1
a263,0,1
a264,1,1
a265,1,1
a266,0,0
a267,0,1
a271,0,1
a274,0,1
a276,0,1
a278,1,0
a280,0,1
a281,0,1
a282,1,0
a285,0,1
a288,0,1
a289,0,1
a290,0,1
a291,0,1
a293,0,1
a297,0,0
a299,0,1
a300,1,0
a301,0,1
a303,0,1
a304,1,1
a307,1,1
a311,1,1
a312,1,0
a314,1,1
a317,0,0
a319,1,1
a320,0,1
a321,0,1
a323,1,1
a324,0,0
a327,1,1
a328,0,0
a330,0,0
a331,0,1
a332,0,1
a334,1,1
a335,0,1
a336,0,0
a337,1,1
a338,0,1
a339,1,1
a340,0,1
a341,0,1
a342,0,1
a343,1,1
a344,1,1
a345,1,1
a11,0,1
a14,0,1
a22,1,0
a24,1,0
a29,0,0
a39,1,0
a44,1,0
a45,1,1
a50,0,1
a51,0,0
a53,1,0
a56,0,1
a62,0,0
a85,0,1
a90,0,1
a93,0,0
a94,1,0
a96,1,0
a99,1,1
a102,0,1
a107,1,1
a110,1,1
a112,0,1
a113,0,1
a127,1,1
a131,0,1
a134,1,0
a140,0,1
a144,0,1
a149,1,1
a156,1,1
a160,0,0
a166,0,1
a190,0,1
a207,0,1
a209,1,0
a213,0,1
a214,0,1
a215,1,0
a223,1,0
a225,0,1
a238,0,0
a239,0,1
a243,1,0
a249,1,1
a250,0,1
a252,0,1
a253,0,1
a255,0,1
a262,0,1
a268,0,1
a272,0,1
a275,0,1
a279,0,1
a283,0,0
a287,1,0
a302,0,1
a305,0,1
a306,0,1
a309,0,0
a313,1,1
a315,0,0
a316,0,0
a322,0,1
a326,1,1
a333,0,1
a346,1,1
a347,0,1
a1,1,0
a2,0,1
a4,0,1
a5,1,1
a9,1,0
a15,1,0
a30,1,0
a37,1,0
a43,1,0
a48,1,1
a55,0,1
a61,0,0
a104,1,0
a132,1,1
a138,0,0
a150,1,1
a155,0,0
a159,1,0
a167,0,0
a176,0,0
a180,0,1
a185,0,0
a203,0,0
a206,0,1
a212,1,0
a235,0,0
a236,0,0
a247,0,1
a251,0,0
a261,0,0
a269,1,1
a286,1,1
a295,1,0
a298,0,1
a308,0,1
a318,1,1
a325,0,0
a329,1,1
a0,0,1
a3,0,0
a7,1,0
a19,1,0
a34,0,0
a36,1,0
a60,1,1
a79,1,1
a84,0,1
a88,0,0
a153,1,0
a154,1,0
a172,0,0
a188,0,1
a218,0,1
a270,0,1
a273,1,1
a277,0,1
a284,0,1
a292,0,1
a294,0,1
a296,0,1
a348,0,1
a52,0,1
a76,1,1
a157,1,1
a177,1,0
a349,0,1
a350,1,1
a25,0,1
a27,0,0
a31,0,1
a147,1,1
a254,1,1
a310,0,1
a145,0,1
