Argument,In_Stability_Impact,Out_Stability_Impact
a1,1,0
a2,1,0
a3,1,0
a6,1,0
a7,1,1
a8,1,0
a10,0,0
a16,1,0
a17,0,0
a19,0,0
a21,0,1
a22,1,0
a23,0,1
a24,0,0
a25,1,0
a27,1,1
a28,1,1
a29,1,0
a31,1,0
a33,0,1
a34,0,0
a35,1,1
a38,1,0
a41,0,1
a42,1,0
a56,0,0
a57,0,0
a58,1,0
a62,1,1
a63,1,0
a64,1,0
a65,0,0
a66,1,0
a67,1,0
a69,1,0
a70,1,1
a72,0,0
a73,0,0
a77,0,0
a79,0,0
a81,1,0
a82,1,0
a84,1,0
a88,1,0
a89,1,0
a90,1,0
a95,1,0
a96,1,0
a99,1,0
a100,0,1
a102,1,0
a104,1,0
a107,1,0
a110,1,0
a112,1,0
a113,1,1
a114,1,1
a115,0,0
a119,1,0
a0,1,0
a4,1,1
a11,1,0
a12,1,0
a13,1,0
a14,1,0
a18,1,0
a20,1,0
a26,1,0
a30,0,0
a32,0,0
a36,0,0
a43,1,0
a49,1,1
a54,0,0
a60,1,0
a68,1,0
a71,0,0
a75,1,0
a83,1,0
a91,1,1
a92,1,0
a93,1,0
a94,1,0
a101,1,1
a103,1,1
a109,0,0
a111,1,0
a117,1,0
a118,1,0
a5,1,0
a15,0,1
a39,0,0
a40,0,0
a45,1,0
a46,1,1
a47,1,1
a50,0,0
a53,0,1
a55,1,1
a59,0,0
a61,1,1
a76,0,0
a78,1,0
a87,1,0
a98,1,0
a108,1,1
a9,0,1
a48,1,0
a51,0,1
a85,1,0
a97,1,0
a106,1,0
a37,0,0
a74,0,1
a80,1,0
a86,1,1
a105,1,0
a44,1,0
a52,1,0
a116,1,0
