Argument,In_Stability_Impact,Out_Stability_Impact
a2,1,0
a3,0,0
a6,0,0
a7,1,1
a9,1,0
a10,1,0
a11,1,0
a13,1,0
a14,1,0
a16,1,0
a17,0,0
a18,0,0
a19,0,0
a21,1,0
a22,0,0
a23,1,0
a26,1,0
a31,0,0
a33,1,0
a34,1,0
a35,0,1
a38,1,1
a39,1,0
a40,1,0
a42,1,0
a43,0,0
a44,0,0
a46,0,1
a48,0,0
a49,0,0
a51,1,0
a53,1,0
a54,0,0
a56,1,0
a57,1,0
a59,0,0
a60,1,0
a61,1,0
a62,0,0
a63,0,1
a64,1,0
a65,1,0
a66,1,0
a67,0,0
a68,1,0
a70,1,0
a73,0,0
a74,1,0
a75,1,1
a76,1,0
a77,1,1
a79,1,0
a80,1,0
a81,1,0
a82,1,0
a86,0,0
a88,0,0
a90,1,0
a91,1,1
a92,1,0
a93,1,0
a94,1,0
a96,0,1
a97,1,0
a102,1,0
a103,1,0
a0,1,0
a1,0,1
a20,1,0
a24,1,0
a29,1,0
a30,1,0
a37,1,0
a41,1,0
a45,1,0
a52,1,0
a55,1,0
a72,1,0
a85,0,0
a87,1,0
a89,1,0
a98,0,0
a99,1,0
a101,1,1
a104,0,0
a105,0,0
a106,1,0
a109,1,0
a4,0,1
a5,0,0
a25,1,0
a28,1,0
a32,0,0
a36,1,0
a50,1,0
a58,0,1
a78,1,0
a83,1,0
a95,1,0
a108,1,0
a12,1,0
a15,1,0
a27,1,0
a47,1,0
a69,1,0
a71,0,0
a100,1,1
a107,1,0
a84,0,0
a8,0,0
