Argument,In_Stability_Impact,Out_Stability_Impact
a3,1,0
a5,1,0
a6,0,0
a9,1,1
a11,0,1
a16,0,1
a17,1,0
a18,1,0
a19,0,0
a21,0,1
a22,0,0
a27,1,0
a29,0,1
a32,1,1
a33,1,1
a34,1,1
a38,1,0
a40,0,1
a42,1,0
a43,0,1
a44,0,0
a45,0,0
a50,1,1
a51,0,0
a52,0,1
a53,0,0
a59,1,1
a60,1,1
a61,1,1
a63,0,1
a65,0,1
a66,0,0
a69,0,0
a70,1,1
a71,0,1
a72,0,0
a73,0,1
a74,1,1
a75,1,0
a77,1,0
a78,0,1
a80,0,0
a81,0,1
a82,0,1
a84,1,0
a85,1,0
a87,0,1
a88,0,1
a89,1,0
a90,0,1
a91,1,1
a93,1,0
a95,0,0
a96,0,0
a97,1,1
a100,0,1
a101,0,1
a102,1,1
a103,0,1
a104,0,0
a105,1,1
a106,0,0
a110,1,1
a111,0,1
a114,0,1
a119,1,1
a121,1,1
a123,0,1
a124,0,1
a126,1,1
a127,0,1
a129,0,1
a130,1,1
a131,1,0
a132,1,1
a133,1,1
a135,0,0
a138,1,1
a140,1,0
a141,1,1
a142,1,1
a143,0,1
a146,1,0
a147,1,1
a151,0,1
a152,0,0
a153,0,0
a155,0,1
a156,1,1
a157,1,0
a158,0,1
a159,1,1
a160,1,1
a161,1,0
a162,1,0
a165,0,1
a166,1,0
a167,1,1
a168,0,1
a169,0,0
a170,0,0
a171,0,1
a172,1,1
a174,0,0
a176,1,0
a178,0,1
a179,1,1
a181,0,1
a185,1,1
a186,0,1
a189,0,0
a190,1,0
a191,0,0
a192,1,1
a194,1,0
a195,0,1
a199,0,1
a200,1,1
a202,1,0
a204,1,1
a206,0,1
a207,0,1
a209,0,0
a210,0,1
a212,0,0
a213,0,0
a214,0,0
a215,0,0
a216,1,1
a217,1,1
a220,0,1
a221,0,0
a222,1,1
a225,1,1
a227,1,1
a230,0,1
a232,0,0
a233,1,0
a234,1,1
a235,0,1
a237,1,1
a239,1,0
a240,0,1
a241,0,1
a243,0,0
a246,0,0
a247,1,1
a251,0,1
a252,0,1
a253,0,1
a255,1,0
a256,0,1
a257,1,1
a258,0,1
a260,1,0
a262,0,1
a263,0,1
a265,0,1
a270,1,0
a271,1,1
a274,0,0
a275,1,1
a280,0,0
a282,0,1
a284,0,0
a286,0,1
a292,0,1
a293,0,0
a296,1,0
a302,0,0
a306,0,1
a307,0,1
a309,0,1
a310,1,0
a312,1,1
a316,0,0
a317,0,0
a318,0,1
a319,0,1
a320,1,1
a322,0,0
a323,0,0
a325,0,1
a326,0,0
a327,1,1
a328,0,1
a329,0,1
a330,1,1
a331,1,1
a332,0,0
a338,1,1
a339,1,1
a340,1,0
a343,0,1
a344,1,0
a345,0,1
a2,0,0
a4,0,1
a7,1,1
a12,1,1
a13,0,1
a14,1,1
a15,1,0
a23,1,1
a24,1,0
a25,0,1
a28,1,1
a30,1,1
a31,1,1
a36,0,0
a37,1,0
a39,0,1
a47,1,0
a48,0,1
a49,0,0
a54,1,1
a57,0,1
a58,1,1
a62,0,1
a64,0,1
a67,1,1
a76,1,1
a79,1,0
a83,0,1
a94,0,0
a98,1,0
a107,1,0
a108,0,1
a115,0,1
a117,1,1
a118,1,1
a122,0,1
a125,1,0
a128,0,1
a137,0,1
a144,0,1
a148,0,0
a149,0,1
a154,1,0
a164,1,1
a173,0,1
a177,0,1
a180,0,1
a182,1,1
a183,0,1
a184,1,0
a188,0,1
a196,0,1
a198,0,1
a203,0,1
a211,0,1
a223,0,0
a226,1,0
a228,1,1
a231,0,0
a236,0,1
a238,0,1
a242,1,1
a249,0,0
a250,0,1
a261,1,1
a264,0,1
a266,0,0
a267,1,0
a269,0,0
a272,0,1
a273,1,1
a277,0,0
a279,1,1
a281,1,0
a283,0,1
a285,1,1
a288,0,1
a290,0,1
a291,0,1
a294,0,1
a297,0,1
a298,0,0
a299,0,1
a301,0,1
a303,0,1
a304,1,0
a305,0,0
a311,0,0
a313,0,0
a314,0,1
a315,1,0
a321,1,0
a324,0,1
a333,0,1
a335,0,1
a342,0,1
a1,1,1
a10,0,0
a35,0,1
a56,0,1
a92,0,0
a112,1,1
a134,0,1
a136,1,1
a139,0,0
a145,1,0
a175,1,1
a187,0,1
a193,1,0
a201,1,1
a205,1,1
a219,0,0
a229,1,0
a244,1,1
a245,0,1
a248,0,0
a254,1,1
a259,0,1
a278,0,1
a287,0,0
a295,0,1
a300,0,0
a308,0,1
a336,1,1
a0,0,1
a20,1,0
a26,1,0
a99,0,1
a116,1,0
a163,0,1
a197,1,0
a208,1,0
a224,1,1
a289,0,1
a334,0,1
a8,0,1
a41,0,0
a46,0,1
a113,1,0
a120,0,1
a150,0,1
a218,0,1
a268,0,1
a337,1,1
a55,1,0
a68,1,1
a86,0,0
a109,0,1
a276,1,1
a341,0,1
