Argument,In_Stability_Impact,Out_Stability_Impact
a10,0,0
a12,1,0
a13,1,1
a14,1,0
a16,1,0
a17,1,0
a18,0,1
a19,1,0
a21,1,1
a22,0,0
a23,0,0
a26,0,0
a27,1,0
a28,1,0
a29,0,1
a31,0,0
a32,0,0
a34,1,0
a35,1,1
a38,1,0
a39,0,1
a42,1,1
a45,0,0
a47,0,1
a49,0,1
a52,0,1
a53,1,0
a54,1,1
a55,0,1
a56,1,1
a57,1,1
a60,0,1
a61,0,1
a63,0,0
a64,1,0
a65,0,1
a66,1,0
a69,1,1
a70,0,1
a71,1,0
a76,1,0
a78,1,0
a79,0,0
a85,1,0
a86,0,0
a87,0,0
a88,1,0
a91,1,0
a95,0,0
a96,1,0
a98,0,1
a99,1,0
a100,1,1
a103,0,0
a104,0,1
a107,1,1
a108,0,1
a109,0,1
a110,0,1
a111,1,1
a113,1,1
a114,0,0
a115,1,0
a117,1,1
a118,0,1
a120,0,0
a121,0,1
a124,0,1
a127,0,1
a128,0,0
a131,0,1
a134,0,1
a135,1,1
a136,0,1
a138,1,0
a139,0,1
a142,0,0
a146,1,1
a147,1,0
a148,0,1
a151,1,1
a153,0,1
a156,0,0
a158,0,1
a159,0,1
a160,0,0
a161,0,1
a163,0,1
a165,0,0
a167,0,1
a168,1,1
a169,1,1
a170,0,1
a172,1,1
a174,1,1
a177,0,1
a178,0,1
a179,1,0
a180,0,1
a182,0,1
a184,0,1
a185,1,0
a188,0,1
a190,0,0
a193,1,1
a195,0,1
a196,1,1
a198,0,1
a199,0,1
a200,1,1
a202,0,1
a203,0,1
a204,0,1
a205,0,0
a206,0,0
a207,0,0
a209,0,0
a210,0,1
a211,0,1
a212,0,1
a213,0,0
a214,1,1
a1,0,1
a2,0,1
a5,0,0
a6,0,0
a7,1,1
a8,1,0
a11,1,1
a20,1,0
a25,1,1
a30,1,1
a33,1,1
a40,0,0
a43,0,0
a48,0,1
a58,1,1
a59,0,1
a68,0,0
a74,0,0
a75,0,0
a77,0,1
a81,0,0
a82,0,1
a90,1,1
a93,0,0
a94,1,1
a101,1,1
a102,1,1
a105,0,1
a116,0,1
a122,0,0
a123,1,1
a125,0,1
a129,0,1
a130,0,1
a133,0,1
a137,0,0
a140,0,1
a141,1,1
a144,0,1
a145,1,1
a149,1,1
a152,0,1
a154,0,1
a155,0,1
a162,0,0
a164,1,1
a171,0,1
a173,0,1
a176,1,0
a183,1,1
a186,0,1
a187,1,1
a189,1,0
a192,0,1
a197,0,1
a201,0,0
a9,1,1
a24,0,1
a41,0,1
a50,0,0
a51,1,1
a62,1,1
a67,0,0
a73,0,1
a80,1,1
a97,1,1
a112,1,1
a119,1,0
a126,1,1
a132,1,1
a166,1,1
a175,0,1
a181,0,0
a194,1,1
a0,0,1
a4,0,0
a15,1,1
a44,0,1
a46,1,1
a72,0,1
a83,0,0
a92,1,0
a106,0,0
a150,1,1
a208,1,0
a215,1,1
a3,1,1
a36,1,0
a84,1,1
a89,1,1
a143,1,1
a157,0,1
a191,1,0
a37,1,1
