Argument,In_Stability_Impact,Out_Stability_Impact
a0,1,0
a2,0,0
a3,0,0
a4,1,1
a5,0,0
a6,0,1
a7,1,0
a8,1,0
a9,1,0
a10,1,0
a11,1,0
a13,0,1
a15,1,0
a17,0,0
a18,1,0
a19,1,0
a24,1,0
a25,1,0
a26,1,0
a28,1,0
a29,1,0
a34,1,0
a35,0,0
a36,0,0
a37,1,0
a39,1,0
a40,0,1
a41,1,0
a43,1,0
a45,0,0
a47,0,1
a49,1,0
a50,0,0
a54,0,0
a55,1,0
a56,1,0
a57,0,0
a59,1,0
a61,1,0
a62,0,0
a64,0,0
a66,1,0
a69,0,1
a71,1,0
a72,1,0
a73,0,0
a75,1,0
a77,1,0
a78,0,0
a79,1,0
a80,1,0
a83,1,0
a84,0,0
a86,0,0
a87,1,0
a89,0,0
a90,1,1
a91,1,0
a93,1,0
a95,0,0
a98,1,0
a99,0,1
a101,1,0
a102,1,0
a103,1,0
a106,1,1
a108,0,1
a109,0,0
a110,1,0
a111,0,0
a112,1,0
a113,1,0
a115,0,1
a118,1,0
a14,0,1
a16,0,1
a20,1,1
a21,0,0
a23,0,0
a30,1,0
a32,1,1
a33,0,0
a38,1,0
a42,1,1
a44,0,0
a46,1,1
a48,1,0
a53,1,0
a58,1,0
a63,1,1
a65,0,0
a74,0,0
a81,0,0
a82,1,0
a88,1,1
a92,1,0
a94,1,0
a97,1,0
a107,1,0
a116,0,1
a117,0,0
a119,0,0
a27,1,1
a31,1,0
a51,1,0
a52,0,0
a60,1,0
a67,1,0
a1,1,0
a22,0,1
a70,0,0
a100,0,1
a104,1,0
a105,0,0
a76,1,0
a85,1,0
a114,1,0
a12,0,1
a68,0,0
a96,1,0
