Argument,In_Stability_Impact,Out_Stability_Impact
a1,0,1
a4,0,0
a5,1,0
a6,0,1
a7,1,0
a8,0,0
a10,1,0
a11,1,1
a13,0,0
a14,0,0
a18,1,0
a20,0,0
a24,0,0
a27,1,1
a29,0,1
a30,0,0
a32,0,1
a33,1,0
a34,0,0
a35,0,1
a39,0,0
a40,0,0
a41,1,0
a44,0,0
a46,1,0
a50,0,0
a51,0,0
a54,1,0
a55,0,1
a56,1,1
a57,0,0
a60,0,1
a61,1,1
a64,1,1
a66,0,0
a67,0,0
a69,0,1
a71,1,1
a72,1,0
a74,0,0
a77,1,1
a80,0,0
a81,0,1
a85,0,0
a86,1,1
a87,0,0
a88,0,0
a89,0,0
a91,0,0
a93,0,0
a94,0,0
a95,0,0
a96,0,0
a98,0,0
a99,0,0
a100,1,1
a2,0,0
a9,1,0
a19,1,0
a22,1,1
a26,0,1
a28,0,1
a36,0,0
a37,1,0
a42,0,0
a45,0,0
a47,0,0
a48,1,0
a52,0,0
a58,0,1
a59,0,0
a62,0,1
a68,0,1
a73,0,1
a75,1,1
a79,1,0
a82,0,0
a0,1,0
a12,1,0
a15,0,1
a25,1,1
a38,1,0
a43,1,0
a53,0,1
a63,0,0
a65,1,0
a70,0,0
a76,0,0
a78,0,0
a83,1,1
a90,1,0
a16,1,0
a17,1,0
a23,1,0
a84,0,0
a92,0,0
a97,0,0
a3,1,0
a21,0,0
a49,0,1
a31,0,1
