Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,1
a1,1,1
a2,1,1
a3,1,0
a5,1,0
a6,1,1
a7,0,1
a8,1,0
a11,1,0
a13,1,0
a15,0,0
a16,1,1
a17,0,0
a19,1,0
a21,0,1
a22,0,1
a24,0,1
a25,1,0
a27,0,1
a28,1,1
a32,0,0
a35,0,1
a42,1,1
a43,0,1
a45,1,1
a46,1,1
a53,0,0
a58,0,1
a59,0,0
a62,1,1
a63,0,1
a64,0,1
a65,0,1
a66,1,1
a68,1,1
a70,0,1
a72,1,1
a74,1,0
a77,1,0
a78,0,1
a80,1,1
a81,1,1
a82,1,1
a84,0,1
a85,1,0
a86,1,0
a87,0,0
a88,1,0
a89,0,1
a90,0,1
a92,0,0
a98,1,1
a100,0,0
a101,1,1
a103,0,0
a104,1,0
a109,1,1
a110,0,1
a111,1,0
a112,1,0
a113,1,0
a114,0,1
a115,0,1
a117,0,0
a119,0,0
a122,0,1
a125,1,0
a128,0,1
a129,1,1
a130,1,1
a131,0,1
a133,0,1
a134,0,1
a14,0,1
a20,0,0
a23,0,1
a29,0,0
a30,1,0
a37,0,0
a39,1,0
a40,0,1
a44,1,1
a48,1,0
a49,1,0
a52,0,0
a54,1,1
a57,1,0
a60,1,1
a67,0,1
a71,0,1
a75,1,1
a76,1,0
a83,0,1
a94,0,0
a95,0,1
a96,1,1
a102,0,1
a105,1,0
a106,1,0
a116,0,1
a118,0,1
a120,0,0
a121,0,1
a135,1,0
a4,1,1
a12,1,0
a33,1,0
a34,0,0
a36,1,1
a47,0,1
a50,1,1
a51,1,0
a93,1,0
a97,1,0
a107,0,0
a124,0,0
a126,1,1
a132,0,1
a18,1,1
a31,1,1
a41,1,1
a55,0,0
a61,0,1
a73,0,1
a79,1,0
a91,1,1
a99,1,0
a123,1,1
a56,0,0
a108,0,1
a127,0,1
a9,0,0
a10,1,1
a26,1,0
a69,0,1
a38,1,0
