Argument,In_Stability_Impact,Out_Stability_Impact
a0,0,0
a2,1,1
a3,0,0
a8,0,0
a12,1,0
a13,1,0
a16,1,1
a18,0,0
a20,0,1
a21,1,1
a22,1,0
a23,0,0
a24,0,0
a27,1,0
a28,1,1
a29,1,0
a31,0,0
a32,1,0
a33,0,0
a34,1,0
a35,1,0
a36,0,0
a37,0,1
a38,1,0
a39,1,0
a41,0,0
a45,0,0
a46,0,0
a47,0,1
a49,0,1
a50,1,0
a51,1,0
a52,1,0
a54,1,0
a56,1,0
a57,1,0
a58,1,1
a61,1,0
a63,1,0
a66,0,0
a67,1,0
a68,1,0
a69,0,0
a5,1,0
a6,1,1
a9,0,0
a10,1,0
a11,1,0
a14,1,1
a15,1,0
a19,1,0
a25,0,0
a26,1,0
a42,1,0
a43,1,0
a44,0,0
a59,1,0
a60,1,1
a62,1,0
a64,1,0
a65,0,0
a1,1,0
a7,1,1
a17,0,0
a55,0,1
a4,1,0
a30,0,0
a40,1,0
a48,1,0
a53,1,0
